,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2631,13.0,-2.0,-3.0,-6.0,-5.0,0.0,-9.0,7.0,-13.0,1.0,3.0,3.0,3.0,-5.0,-13.0,-8.0,3.0,-4.0,-4.0,1.0,1.0,-17.0,-53.0,-2.0,-6.0,0.0,2.0,-1.0,1.0,5.0,41.0,4.0,5.0,-1.0,-2.0,-4.0,0.0,6.0,19.0,2.0,-1.0,-3.0,-2.0,-6.0,-3.0,0.0,3.0,5.0,-8.0,1.0,-2.0,-7.0,-5.0,-1.0,28.0,10.0,5.0,3.0,2.0,11.0,14.0,3.0,-26.0,-21.0,0
2632,10.0,-3.0,-4.0,2.0,4.0,-12.0,-70.0,10.0,-22.0,-2.0,0.0,-3.0,-5.0,0.0,65.0,-4.0,9.0,2.0,2.0,1.0,16.0,17.0,2.0,4.0,3.0,-2.0,-4.0,-7.0,-19.0,3.0,28.0,13.0,6.0,-2.0,-1.0,3.0,9.0,-5.0,15.0,20.0,-9.0,-1.0,-4.0,-13.0,-4.0,0.0,-31.0,-27.0,0.0,-1.0,1.0,2.0,-8.0,-13.0,-7.0,26.0,-31.0,-4.0,-1.0,0.0,0.0,-14.0,-5.0,10.0,0
2633,49.0,-3.0,1.0,2.0,1.0,-1.0,-28.0,-15.0,-15.0,3.0,1.0,-4.0,4.0,14.0,-1.0,-7.0,19.0,0.0,-1.0,-1.0,-7.0,12.0,31.0,-5.0,-8.0,-2.0,-4.0,-3.0,6.0,7.0,-22.0,-15.0,-12.0,-3.0,1.0,11.0,-7.0,-12.0,26.0,21.0,-6.0,0.0,-2.0,-9.0,-16.0,-23.0,-64.0,-10.0,-5.0,0.0,-3.0,-9.0,15.0,4.0,-24.0,-14.0,11.0,3.0,2.0,2.0,-16.0,13.0,75.0,4.0,0
2634,-10.0,-1.0,0.0,0.0,27.0,9.0,-48.0,-7.0,7.0,1.0,-3.0,2.0,-14.0,-12.0,94.0,15.0,-11.0,1.0,3.0,6.0,3.0,23.0,-31.0,-1.0,10.0,-2.0,-1.0,1.0,5.0,-10.0,-42.0,-3.0,0.0,-2.0,-3.0,-6.0,-6.0,-18.0,15.0,9.0,-7.0,-2.0,-1.0,1.0,3.0,23.0,-43.0,16.0,-2.0,-3.0,0.0,2.0,-25.0,-11.0,26.0,-18.0,5.0,0.0,-1.0,-8.0,23.0,8.0,-8.0,-23.0,0
2635,-19.0,4.0,3.0,9.0,-16.0,-9.0,-67.0,14.0,15.0,-4.0,-5.0,-17.0,5.0,-12.0,47.0,1.0,3.0,6.0,4.0,4.0,8.0,30.0,63.0,-4.0,-12.0,-2.0,-1.0,2.0,-4.0,29.0,-43.0,11.0,13.0,3.0,2.0,1.0,7.0,-10.0,60.0,-17.0,-6.0,-5.0,-1.0,7.0,1.0,-13.0,-59.0,10.0,2.0,3.0,2.0,-1.0,-3.0,12.0,-19.0,15.0,3.0,-4.0,-5.0,-1.0,4.0,-9.0,0.0,1.0,0
2636,-32.0,-2.0,-3.0,-10.0,9.0,9.0,21.0,-11.0,15.0,0.0,2.0,7.0,-5.0,7.0,-6.0,-8.0,3.0,-3.0,-2.0,3.0,7.0,-14.0,-36.0,-6.0,-1.0,0.0,-3.0,-4.0,-9.0,-19.0,-3.0,14.0,-7.0,2.0,1.0,-7.0,-9.0,13.0,26.0,1.0,10.0,-1.0,1.0,4.0,18.0,-2.0,71.0,0.0,-4.0,0.0,0.0,3.0,-3.0,-10.0,-21.0,35.0,-2.0,-5.0,-2.0,-9.0,-2.0,-9.0,-35.0,-52.0,0
2637,2.0,-1.0,-5.0,-3.0,1.0,-7.0,-29.0,-12.0,-17.0,6.0,4.0,2.0,-7.0,31.0,54.0,41.0,5.0,-3.0,-2.0,-10.0,4.0,-17.0,-74.0,-27.0,17.0,-5.0,-1.0,7.0,7.0,-2.0,43.0,9.0,-1.0,0.0,3.0,-2.0,-8.0,2.0,36.0,-4.0,10.0,-2.0,0.0,0.0,2.0,-8.0,-49.0,-20.0,-24.0,-2.0,-5.0,-5.0,-3.0,-15.0,25.0,1.0,-1.0,0.0,-1.0,3.0,-8.0,1.0,-14.0,14.0,0
2638,9.0,-4.0,-4.0,-4.0,-7.0,11.0,-22.0,-13.0,-22.0,-1.0,0.0,10.0,12.0,-6.0,-85.0,4.0,10.0,2.0,2.0,-5.0,-18.0,0.0,117.0,6.0,-9.0,-7.0,-6.0,-9.0,9.0,-4.0,-44.0,-5.0,6.0,3.0,2.0,2.0,-2.0,10.0,37.0,20.0,3.0,4.0,2.0,3.0,20.0,53.0,28.0,20.0,3.0,-2.0,1.0,4.0,-3.0,-10.0,1.0,3.0,4.0,3.0,0.0,1.0,-3.0,-6.0,-38.0,-14.0,0
2639,-12.0,-5.0,-5.0,-2.0,-1.0,-11.0,-4.0,-4.0,0.0,0.0,1.0,-3.0,-1.0,0.0,0.0,-8.0,4.0,-3.0,-2.0,-3.0,3.0,0.0,-1.0,2.0,-4.0,4.0,5.0,4.0,12.0,-2.0,-3.0,3.0,-44.0,-6.0,-6.0,-15.0,-21.0,2.0,-44.0,-17.0,60.0,0.0,-2.0,11.0,6.0,-27.0,-30.0,16.0,-7.0,0.0,-3.0,-13.0,-8.0,1.0,20.0,0.0,15.0,5.0,3.0,4.0,6.0,-8.0,64.0,9.0,0
2640,-6.0,1.0,4.0,10.0,12.0,22.0,7.0,-12.0,-24.0,-4.0,-5.0,-2.0,-12.0,-16.0,27.0,-10.0,-12.0,-2.0,0.0,9.0,23.0,-10.0,-54.0,-3.0,6.0,-4.0,-3.0,-6.0,-19.0,-2.0,-36.0,1.0,27.0,1.0,1.0,-1.0,11.0,-12.0,38.0,23.0,-16.0,-3.0,-1.0,0.0,-10.0,18.0,8.0,-24.0,-10.0,0.0,2.0,-5.0,5.0,-16.0,-32.0,-13.0,6.0,2.0,-2.0,3.0,2.0,25.0,11.0,-1.0,0
2641,11.0,4.0,3.0,9.0,-5.0,-1.0,0.0,5.0,-3.0,-4.0,-5.0,-10.0,5.0,-17.0,-12.0,1.0,-42.0,-2.0,-4.0,-5.0,-15.0,-3.0,-54.0,-13.0,40.0,-1.0,1.0,-1.0,5.0,12.0,79.0,39.0,0.0,-1.0,0.0,-2.0,1.0,6.0,-25.0,-12.0,5.0,2.0,4.0,6.0,-4.0,-4.0,-6.0,-40.0,-4.0,-5.0,-2.0,5.0,15.0,-6.0,59.0,-21.0,-17.0,-2.0,2.0,-3.0,-5.0,43.0,-31.0,37.0,0
2642,13.0,-1.0,-1.0,9.0,-10.0,-10.0,3.0,13.0,-17.0,-2.0,-7.0,-14.0,4.0,-21.0,-32.0,-18.0,7.0,-1.0,-8.0,-15.0,-6.0,15.0,23.0,0.0,-8.0,1.0,1.0,7.0,3.0,-12.0,-53.0,-33.0,-7.0,2.0,0.0,-2.0,2.0,-4.0,30.0,-7.0,4.0,0.0,2.0,2.0,-11.0,7.0,-22.0,10.0,17.0,2.0,4.0,13.0,9.0,1.0,32.0,12.0,-14.0,-3.0,-4.0,-5.0,13.0,-16.0,-12.0,-9.0,0
2643,11.0,4.0,-2.0,1.0,0.0,24.0,25.0,14.0,-19.0,-5.0,-2.0,-3.0,-11.0,-8.0,-51.0,-20.0,17.0,4.0,2.0,-1.0,3.0,21.0,31.0,4.0,-16.0,-8.0,-4.0,7.0,-5.0,-1.0,-11.0,-39.0,-26.0,-5.0,-2.0,-17.0,3.0,-11.0,-18.0,8.0,-13.0,1.0,0.0,5.0,9.0,3.0,66.0,21.0,61.0,0.0,-1.0,-1.0,-1.0,6.0,-29.0,13.0,-6.0,0.0,2.0,2.0,-29.0,-11.0,8.0,-11.0,0
2644,-4.0,-3.0,-5.0,-5.0,36.0,3.0,-87.0,-20.0,5.0,0.0,0.0,-7.0,-20.0,-10.0,52.0,33.0,-12.0,1.0,2.0,-5.0,0.0,2.0,-27.0,-18.0,-2.0,1.0,1.0,0.0,6.0,27.0,63.0,9.0,8.0,-4.0,-4.0,-3.0,-6.0,-15.0,-11.0,-6.0,-8.0,-1.0,-2.0,2.0,-6.0,-4.0,-7.0,-10.0,-5.0,1.0,-2.0,3.0,10.0,-7.0,-14.0,14.0,5.0,3.0,-4.0,0.0,8.0,17.0,25.0,-6.0,0
2645,-4.0,2.0,5.0,-6.0,-10.0,-5.0,34.0,3.0,-1.0,-6.0,-6.0,-7.0,-5.0,-10.0,-28.0,-15.0,-4.0,-2.0,2.0,2.0,-12.0,6.0,-27.0,4.0,-5.0,-2.0,1.0,4.0,19.0,-6.0,4.0,-1.0,1.0,-3.0,-6.0,-8.0,-17.0,-5.0,-7.0,18.0,14.0,3.0,2.0,7.0,10.0,-1.0,33.0,27.0,-5.0,-4.0,-2.0,-6.0,4.0,2.0,-10.0,-7.0,-3.0,0.0,1.0,4.0,5.0,-8.0,0.0,-10.0,0
2646,1.0,-2.0,-1.0,2.0,4.0,-6.0,-30.0,-6.0,-16.0,1.0,1.0,-3.0,-10.0,-7.0,-45.0,-10.0,25.0,2.0,0.0,10.0,16.0,21.0,83.0,8.0,1.0,2.0,0.0,-13.0,-19.0,-10.0,-50.0,30.0,14.0,3.0,6.0,13.0,-11.0,-9.0,74.0,-8.0,-22.0,-6.0,-5.0,-12.0,18.0,20.0,1.0,10.0,5.0,1.0,1.0,6.0,-5.0,2.0,-53.0,-5.0,0.0,-3.0,-4.0,-6.0,-6.0,-6.0,-40.0,-41.0,0
2647,-5.0,-4.0,-6.0,-4.0,-4.0,-24.0,-2.0,8.0,5.0,3.0,2.0,3.0,-1.0,10.0,24.0,8.0,-5.0,4.0,4.0,5.0,4.0,-4.0,16.0,23.0,-3.0,-2.0,0.0,0.0,14.0,0.0,18.0,-20.0,-8.0,-2.0,-2.0,-1.0,-10.0,5.0,-14.0,-7.0,4.0,-2.0,0.0,0.0,11.0,-12.0,-63.0,-38.0,-15.0,-3.0,-3.0,-18.0,-13.0,-10.0,59.0,23.0,14.0,2.0,3.0,4.0,4.0,7.0,-1.0,41.0,0
2648,2.0,-1.0,0.0,-5.0,-12.0,6.0,-4.0,4.0,9.0,1.0,1.0,4.0,8.0,-4.0,-11.0,-4.0,-14.0,-5.0,-6.0,-2.0,-2.0,-7.0,0.0,-6.0,-13.0,-2.0,-2.0,0.0,0.0,-10.0,-10.0,-6.0,-35.0,-3.0,-3.0,-2.0,2.0,-5.0,-21.0,-10.0,62.0,5.0,1.0,0.0,-8.0,20.0,68.0,18.0,-13.0,-2.0,2.0,-5.0,2.0,-2.0,-22.0,-5.0,-1.0,-1.0,-4.0,-3.0,11.0,-16.0,-40.0,0.0,0
2649,10.0,0.0,3.0,-2.0,-9.0,4.0,15.0,-17.0,-22.0,-3.0,-1.0,-6.0,-16.0,-16.0,-39.0,32.0,-11.0,-3.0,-1.0,4.0,16.0,2.0,30.0,4.0,24.0,3.0,1.0,0.0,3.0,-1.0,-2.0,-1.0,1.0,1.0,0.0,0.0,3.0,6.0,46.0,25.0,-14.0,-5.0,-4.0,1.0,4.0,17.0,-1.0,-13.0,4.0,-1.0,-4.0,-2.0,-10.0,-10.0,-22.0,-1.0,-14.0,-2.0,2.0,5.0,3.0,0.0,-38.0,-7.0,0
2650,11.0,-2.0,0.0,5.0,5.0,2.0,-1.0,0.0,-4.0,-1.0,-3.0,-2.0,2.0,-3.0,29.0,-10.0,2.0,0.0,2.0,6.0,-12.0,1.0,-9.0,-10.0,-10.0,-2.0,-3.0,-1.0,18.0,-21.0,-10.0,-4.0,6.0,4.0,2.0,9.0,-10.0,3.0,-35.0,-31.0,1.0,-1.0,-2.0,-14.0,2.0,-5.0,23.0,26.0,-7.0,-1.0,0.0,0.0,8.0,7.0,-5.0,-10.0,-2.0,-2.0,-3.0,-6.0,-12.0,17.0,44.0,10.0,0
2651,12.0,1.0,2.0,0.0,6.0,-18.0,-13.0,14.0,-46.0,-3.0,2.0,6.0,-6.0,25.0,-40.0,-52.0,39.0,1.0,-2.0,2.0,1.0,-18.0,-32.0,36.0,11.0,2.0,2.0,0.0,-1.0,10.0,58.0,13.0,-9.0,-7.0,-5.0,-7.0,2.0,11.0,23.0,6.0,-2.0,0.0,-2.0,-1.0,-4.0,-2.0,-14.0,-29.0,-12.0,-2.0,-1.0,0.0,4.0,-5.0,-48.0,-10.0,-4.0,-4.0,-2.0,2.0,-10.0,2.0,2.0,-21.0,0
2652,3.0,1.0,1.0,-3.0,8.0,4.0,25.0,27.0,3.0,3.0,2.0,3.0,-13.0,-45.0,-28.0,-8.0,-8.0,-2.0,1.0,6.0,6.0,31.0,31.0,10.0,5.0,-4.0,-6.0,-12.0,5.0,3.0,-4.0,-2.0,-27.0,1.0,-2.0,-3.0,-5.0,-2.0,-16.0,11.0,35.0,1.0,3.0,11.0,18.0,3.0,52.0,15.0,0.0,-1.0,-3.0,-20.0,-22.0,-9.0,-11.0,-4.0,-14.0,0.0,1.0,4.0,-2.0,-2.0,-29.0,-13.0,0
2653,7.0,-3.0,-4.0,-4.0,5.0,-10.0,16.0,18.0,-4.0,-1.0,1.0,9.0,-13.0,4.0,-29.0,-10.0,-13.0,0.0,2.0,-1.0,14.0,-8.0,1.0,-10.0,10.0,0.0,0.0,2.0,4.0,2.0,29.0,7.0,-45.0,-6.0,-6.0,-13.0,-16.0,-11.0,-24.0,-16.0,54.0,-1.0,-4.0,-9.0,-9.0,-12.0,-53.0,1.0,-15.0,2.0,2.0,9.0,6.0,15.0,87.0,34.0,18.0,0.0,-3.0,-9.0,4.0,9.0,-7.0,-10.0,0
2654,13.0,2.0,2.0,6.0,4.0,-1.0,-20.0,-23.0,-20.0,0.0,1.0,0.0,2.0,-8.0,-18.0,24.0,1.0,2.0,1.0,-1.0,3.0,21.0,21.0,2.0,-7.0,-2.0,-1.0,6.0,-2.0,-2.0,-4.0,28.0,14.0,-1.0,-2.0,3.0,3.0,2.0,21.0,5.0,-14.0,-5.0,-7.0,-15.0,6.0,11.0,12.0,-24.0,10.0,2.0,0.0,1.0,-10.0,-11.0,-33.0,-8.0,-10.0,2.0,4.0,1.0,8.0,6.0,-10.0,2.0,0
2655,7.0,-2.0,-2.0,-1.0,-12.0,-2.0,-42.0,-21.0,-2.0,1.0,5.0,11.0,-11.0,-32.0,-17.0,2.0,-12.0,-6.0,-5.0,3.0,-1.0,-7.0,-110.0,-23.0,17.0,4.0,7.0,7.0,5.0,10.0,46.0,-1.0,7.0,0.0,-1.0,-5.0,-3.0,11.0,3.0,5.0,-7.0,-3.0,-5.0,-2.0,-7.0,-5.0,82.0,19.0,-12.0,-1.0,0.0,-4.0,4.0,6.0,-47.0,-19.0,-12.0,-5.0,-4.0,-5.0,-5.0,-6.0,-15.0,-9.0,0
2656,8.0,0.0,2.0,8.0,1.0,2.0,-16.0,-1.0,-15.0,0.0,-1.0,-1.0,5.0,2.0,-6.0,0.0,-1.0,-1.0,-2.0,-1.0,7.0,-8.0,-7.0,-31.0,3.0,-1.0,-3.0,-6.0,-22.0,-10.0,-47.0,-16.0,7.0,1.0,1.0,4.0,0.0,-3.0,40.0,10.0,0.0,1.0,2.0,2.0,17.0,17.0,5.0,9.0,1.0,0.0,1.0,8.0,-12.0,-15.0,-55.0,-14.0,-5.0,0.0,-3.0,-13.0,-1.0,0.0,59.0,14.0,0
2657,-4.0,-4.0,-2.0,-6.0,-4.0,-1.0,7.0,2.0,2.0,-1.0,-1.0,3.0,13.0,34.0,-1.0,-4.0,8.0,5.0,5.0,8.0,3.0,9.0,65.0,14.0,-10.0,-1.0,-2.0,9.0,-3.0,0.0,-94.0,-10.0,-12.0,-9.0,-7.0,-9.0,9.0,-3.0,17.0,-19.0,12.0,-3.0,-3.0,-7.0,-11.0,-12.0,37.0,12.0,-5.0,0.0,2.0,1.0,4.0,2.0,-28.0,9.0,1.0,-7.0,-5.0,-1.0,-6.0,-1.0,49.0,-5.0,0
2658,21.0,8.0,3.0,5.0,10.0,10.0,7.0,6.0,-12.0,1.0,2.0,-2.0,-6.0,-11.0,-22.0,-9.0,3.0,-1.0,-3.0,-5.0,-5.0,-10.0,-22.0,-7.0,-18.0,-1.0,0.0,0.0,9.0,3.0,-37.0,-9.0,-4.0,-1.0,1.0,4.0,3.0,13.0,36.0,16.0,-15.0,3.0,5.0,3.0,-13.0,-7.0,-19.0,-15.0,24.0,1.0,-5.0,3.0,28.0,4.0,27.0,7.0,-5.0,-1.0,1.0,7.0,-3.0,-12.0,-10.0,-10.0,0
2659,2.0,-3.0,-4.0,-15.0,-12.0,-15.0,41.0,9.0,4.0,2.0,4.0,4.0,4.0,22.0,-14.0,11.0,-8.0,-2.0,-1.0,-5.0,-12.0,-7.0,4.0,-5.0,-1.0,1.0,3.0,5.0,14.0,-2.0,11.0,13.0,9.0,0.0,-1.0,0.0,-12.0,2.0,-101.0,-9.0,-6.0,-4.0,-7.0,-12.0,-11.0,-30.0,31.0,-23.0,-6.0,-5.0,-6.0,-3.0,5.0,12.0,21.0,-7.0,-40.0,0.0,0.0,-4.0,-5.0,-5.0,-8.0,25.0,0
2660,49.0,2.0,5.0,9.0,-1.0,-20.0,-20.0,-6.0,3.0,-1.0,0.0,-2.0,2.0,-6.0,61.0,17.0,-4.0,-7.0,-4.0,-2.0,0.0,4.0,3.0,-9.0,4.0,0.0,-2.0,-4.0,-12.0,5.0,-13.0,0.0,-29.0,-1.0,3.0,5.0,2.0,-15.0,-9.0,-37.0,18.0,2.0,2.0,-4.0,-24.0,5.0,-25.0,16.0,5.0,3.0,6.0,22.0,37.0,-3.0,-21.0,-7.0,6.0,-6.0,-12.0,-47.0,-30.0,1.0,27.0,-6.0,0
2661,-9.0,-3.0,0.0,3.0,5.0,-11.0,-20.0,2.0,3.0,0.0,0.0,3.0,1.0,14.0,8.0,1.0,-12.0,-3.0,-3.0,-5.0,-15.0,5.0,0.0,17.0,12.0,1.0,0.0,12.0,8.0,-4.0,21.0,-8.0,-4.0,2.0,0.0,3.0,7.0,3.0,-6.0,2.0,-7.0,0.0,-3.0,-4.0,2.0,-10.0,-8.0,-9.0,-1.0,-1.0,-1.0,-2.0,-2.0,4.0,-10.0,6.0,3.0,-1.0,-2.0,1.0,1.0,-13.0,-30.0,-4.0,0
2662,-31.0,-3.0,-3.0,-2.0,-7.0,18.0,-84.0,-22.0,31.0,-1.0,2.0,8.0,9.0,22.0,88.0,64.0,4.0,1.0,1.0,-2.0,7.0,10.0,-24.0,6.0,-7.0,1.0,0.0,0.0,-1.0,-1.0,-47.0,-19.0,14.0,0.0,3.0,16.0,-3.0,1.0,22.0,6.0,-15.0,-1.0,-7.0,-24.0,-4.0,-14.0,-53.0,-21.0,-6.0,-1.0,1.0,-3.0,1.0,-3.0,2.0,-9.0,13.0,-4.0,-2.0,4.0,-10.0,-7.0,25.0,15.0,0
2663,-16.0,-2.0,-1.0,3.0,12.0,4.0,-26.0,-15.0,-8.0,-2.0,1.0,6.0,-6.0,-2.0,1.0,-5.0,8.0,-2.0,-4.0,-15.0,-14.0,-8.0,21.0,-3.0,-12.0,1.0,1.0,8.0,10.0,-9.0,-106.0,-17.0,6.0,0.0,-2.0,-8.0,9.0,-5.0,108.0,21.0,-3.0,-1.0,-1.0,7.0,-4.0,16.0,37.0,3.0,-6.0,0.0,0.0,-5.0,1.0,4.0,7.0,-17.0,7.0,0.0,3.0,4.0,8.0,-10.0,8.0,19.0,0
2664,1.0,-1.0,-2.0,-2.0,-6.0,2.0,-34.0,-3.0,-8.0,-3.0,0.0,1.0,6.0,-10.0,-63.0,-21.0,-6.0,-2.0,-1.0,1.0,-5.0,3.0,31.0,-1.0,3.0,0.0,1.0,4.0,-3.0,-7.0,-9.0,-1.0,7.0,0.0,0.0,2.0,-6.0,-8.0,-47.0,-2.0,-56.0,-5.0,-1.0,9.0,5.0,-27.0,23.0,-14.0,57.0,-2.0,-6.0,-12.0,-1.0,34.0,-17.0,-7.0,10.0,0.0,-4.0,-3.0,7.0,22.0,106.0,28.0,0
2665,9.0,1.0,-4.0,-12.0,3.0,4.0,55.0,37.0,-15.0,0.0,3.0,14.0,0.0,35.0,-39.0,-7.0,-18.0,0.0,2.0,5.0,-3.0,-24.0,-30.0,-16.0,7.0,1.0,5.0,2.0,1.0,-8.0,-36.0,-10.0,-9.0,-2.0,-2.0,-2.0,-7.0,4.0,15.0,2.0,11.0,-2.0,0.0,10.0,4.0,-26.0,-30.0,-10.0,-4.0,0.0,-1.0,-19.0,-6.0,-4.0,8.0,13.0,2.0,-6.0,-8.0,-9.0,4.0,-1.0,-48.0,-1.0,0
2666,-26.0,-9.0,-4.0,-3.0,-19.0,-2.0,-76.0,-36.0,9.0,3.0,3.0,-5.0,12.0,6.0,46.0,-20.0,7.0,3.0,3.0,10.0,14.0,38.0,88.0,38.0,-6.0,1.0,1.0,5.0,5.0,13.0,3.0,-2.0,3.0,0.0,-2.0,-6.0,-2.0,-14.0,-24.0,2.0,12.0,-3.0,-4.0,-4.0,-6.0,-17.0,-81.0,-13.0,-21.0,0.0,-1.0,7.0,-5.0,-6.0,-22.0,-10.0,1.0,2.0,1.0,0.0,-2.0,-11.0,15.0,-4.0,0
2667,7.0,-1.0,2.0,15.0,-8.0,8.0,12.0,5.0,3.0,-2.0,-13.0,-36.0,13.0,-9.0,-8.0,-2.0,-9.0,-4.0,-1.0,-3.0,-18.0,-19.0,-48.0,0.0,-15.0,2.0,5.0,2.0,-9.0,8.0,13.0,-28.0,20.0,2.0,4.0,0.0,16.0,52.0,35.0,13.0,-6.0,-3.0,0.0,5.0,-2.0,0.0,-11.0,-9.0,-3.0,0.0,-5.0,3.0,10.0,-1.0,75.0,20.0,9.0,-3.0,-3.0,-2.0,5.0,4.0,10.0,-12.0,0
2668,-18.0,2.0,0.0,0.0,-10.0,-10.0,-21.0,-4.0,7.0,3.0,3.0,-2.0,7.0,1.0,16.0,18.0,4.0,-3.0,-7.0,-12.0,-6.0,-3.0,-63.0,-18.0,-14.0,-3.0,-4.0,0.0,-15.0,-10.0,-10.0,-2.0,3.0,1.0,2.0,4.0,15.0,5.0,38.0,9.0,-20.0,-4.0,-1.0,7.0,-20.0,-17.0,-54.0,-14.0,11.0,-2.0,-1.0,-7.0,31.0,20.0,-29.0,5.0,14.0,1.0,1.0,1.0,-11.0,17.0,59.0,10.0,0
2669,3.0,0.0,1.0,-5.0,3.0,-11.0,14.0,5.0,8.0,-1.0,-2.0,0.0,-6.0,4.0,-15.0,-7.0,-15.0,0.0,2.0,11.0,-5.0,-10.0,-3.0,-11.0,-2.0,-3.0,-1.0,-1.0,4.0,-13.0,-68.0,-5.0,-1.0,-5.0,-5.0,4.0,-1.0,-10.0,37.0,-9.0,10.0,8.0,8.0,9.0,18.0,-1.0,45.0,22.0,-5.0,3.0,1.0,1.0,-15.0,7.0,-5.0,-4.0,1.0,-3.0,-1.0,-4.0,13.0,18.0,-17.0,-15.0,0
2670,-9.0,-3.0,-5.0,-7.0,-6.0,39.0,-79.0,-7.0,-8.0,1.0,-1.0,10.0,-5.0,-11.0,43.0,4.0,17.0,-1.0,1.0,4.0,1.0,-15.0,18.0,-15.0,-8.0,0.0,-2.0,-4.0,-3.0,-8.0,20.0,12.0,14.0,6.0,8.0,10.0,12.0,0.0,-9.0,8.0,8.0,-7.0,-5.0,4.0,-27.0,-7.0,-18.0,8.0,-8.0,4.0,1.0,-18.0,35.0,13.0,4.0,-7.0,-9.0,-2.0,-3.0,1.0,-16.0,0.0,-44.0,-11.0,0
2671,0.0,-3.0,0.0,-10.0,-8.0,-12.0,127.0,27.0,-4.0,-2.0,0.0,-7.0,0.0,5.0,-25.0,5.0,5.0,-1.0,3.0,11.0,-11.0,-8.0,-109.0,-19.0,-3.0,3.0,5.0,9.0,12.0,-4.0,122.0,13.0,-5.0,-1.0,-4.0,-2.0,11.0,2.0,3.0,-1.0,5.0,2.0,1.0,7.0,12.0,-12.0,-8.0,-4.0,-7.0,-3.0,-5.0,-5.0,-12.0,37.0,-22.0,-18.0,6.0,-1.0,-1.0,1.0,4.0,-17.0,-17.0,39.0,0
2672,-15.0,3.0,-2.0,-8.0,-9.0,-5.0,-29.0,-11.0,12.0,-4.0,-2.0,-4.0,-11.0,-8.0,-57.0,-13.0,8.0,0.0,3.0,7.0,9.0,2.0,108.0,31.0,6.0,0.0,-1.0,0.0,6.0,3.0,-8.0,-8.0,-3.0,0.0,-2.0,5.0,-7.0,-18.0,-25.0,-12.0,3.0,1.0,-6.0,-13.0,0.0,4.0,-6.0,20.0,-16.0,1.0,0.0,1.0,-7.0,-13.0,20.0,-17.0,6.0,-4.0,-4.0,-9.0,13.0,5.0,-45.0,-3.0,0
2673,0.0,1.0,3.0,3.0,-1.0,11.0,69.0,1.0,-12.0,-1.0,-2.0,-9.0,-3.0,23.0,-43.0,-15.0,-19.0,-3.0,-3.0,9.0,-4.0,-29.0,-38.0,-18.0,30.0,5.0,3.0,-8.0,-10.0,4.0,62.0,32.0,-1.0,-4.0,-6.0,-4.0,20.0,-11.0,-48.0,-11.0,-8.0,-1.0,-1.0,-10.0,-5.0,6.0,-3.0,-9.0,14.0,0.0,0.0,3.0,1.0,-9.0,16.0,29.0,-7.0,-1.0,3.0,6.0,-5.0,7.0,-11.0,-19.0,0
2674,0.0,0.0,2.0,1.0,2.0,-15.0,-55.0,-11.0,4.0,-1.0,-1.0,-8.0,-1.0,13.0,85.0,9.0,0.0,-1.0,1.0,15.0,15.0,4.0,-13.0,7.0,-17.0,-4.0,-7.0,-18.0,-11.0,-6.0,-47.0,-24.0,9.0,0.0,1.0,0.0,-10.0,-12.0,15.0,3.0,-8.0,-1.0,0.0,-1.0,11.0,-13.0,-50.0,-34.0,7.0,-2.0,-4.0,-4.0,-9.0,29.0,42.0,84.0,-4.0,3.0,2.0,0.0,2.0,-5.0,42.0,5.0,0
2675,-1.0,3.0,-2.0,-5.0,6.0,8.0,-16.0,-11.0,7.0,3.0,-1.0,-2.0,-5.0,0.0,-28.0,22.0,-7.0,-3.0,-3.0,-2.0,7.0,-27.0,-55.0,-22.0,-40.0,-4.0,-2.0,13.0,-7.0,15.0,28.0,-22.0,46.0,-3.0,-2.0,-9.0,-5.0,6.0,14.0,38.0,-5.0,-2.0,0.0,1.0,5.0,-31.0,-31.0,-22.0,17.0,-1.0,-3.0,-2.0,4.0,27.0,62.0,-8.0,-14.0,0.0,0.0,0.0,-8.0,-10.0,-19.0,-13.0,0
2676,5.0,0.0,1.0,10.0,9.0,0.0,-8.0,-4.0,0.0,0.0,-3.0,-6.0,-8.0,-10.0,18.0,1.0,-11.0,-1.0,-4.0,-10.0,1.0,-9.0,-12.0,-13.0,7.0,0.0,0.0,7.0,13.0,4.0,-5.0,2.0,-9.0,3.0,4.0,1.0,-1.0,-12.0,-12.0,-13.0,-1.0,-8.0,-11.0,-23.0,-18.0,13.0,-4.0,8.0,-9.0,-3.0,-1.0,3.0,4.0,-13.0,-95.0,-33.0,6.0,-2.0,-1.0,-2.0,-1.0,15.0,103.0,37.0,0
2677,-4.0,0.0,-1.0,0.0,-6.0,4.0,39.0,11.0,-1.0,2.0,4.0,14.0,7.0,-4.0,27.0,1.0,-7.0,-1.0,-1.0,-3.0,8.0,-13.0,-48.0,-42.0,0.0,0.0,-2.0,-8.0,-2.0,-19.0,-11.0,-5.0,1.0,-6.0,-3.0,-3.0,-5.0,-1.0,15.0,21.0,9.0,-2.0,-3.0,-3.0,-4.0,19.0,52.0,7.0,-1.0,-1.0,1.0,3.0,0.0,-6.0,-25.0,2.0,10.0,-1.0,-2.0,-3.0,3.0,-5.0,-61.0,-16.0,0
